id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0206,scientific explanation,The reasoning jumps from a weak correlation to causal mechanism. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.947,0.214,0.01,0.956,0.857,0.276,0.315,0.91
dcw_0952,scientific explanation,"The claim is supported by prior measurements. However, experimental artifact remains possible, so the conclusion is qualified.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.368,0.681,0.678,0.148,0.023,0.488,0.867,0.324
dcw_0883,travel planning,"The claim is supported by retrieved documents. However, permit requirement remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.38,0.583,0.514,0.454,0.244,0.503,0.779,0.013
dcw_0735,travel planning,"retrieved documents suggests permit requirement, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.309,0.944,0.783,0.402,0.191,0.667,0.297,0.269
dcw_0264,medical diagnosis,"Although a timing inconsistency could be relevant, it is ignored. Since a weak correlation appears, a viral infection must be true.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.781,0.401,0.051,0.625,0.961,0.284,0.142,0.986
dcw_0360,legal complaint,"one anecdotal report suggests a possibility, so the explanation concludes bank chargeback eligibility without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.839,0.34,0.041,0.625,0.699,0.166,0.261,0.889
dcw_0612,financial reasoning,"observed symptoms provides evidence, while a policy exception acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.001,0.698,0.791,0.069,0.202,0.983,0.313,0.12
dcw_0478,medical diagnosis,"a medication side effect is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.903,0.137,0.05,0.588,0.818,0.112,0.339,0.718
dcw_0140,travel planning,The reasoning jumps from one anecdotal report to water logistics issue. No competing explanation is discussed.,hallucinated,weak_evidence_amplification,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.925,0.225,0.229,0.858,0.629,0.452,0.338,0.839
dcw_0534,legal complaint,The explanation preserves the contrast between breach of warranty and merchant liability. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.201,0.511,0.619,0.117,0.09,0.862,0.776,0.106
dcw_0245,legal complaint,"Although a known confounder could be relevant, it is ignored. Since one anecdotal report appears, breach of warranty must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.881,0.054,0.014,0.676,0.632,0.089,0.296,0.553
dcw_0544,scientific explanation,"The claim is supported by transaction records. However, measurement bias remains possible, so the conclusion is qualified.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.025,0.895,0.801,0.539,0.144,0.651,0.692,0.438
dcw_0837,legal complaint,"Because policy text and prior measurements both support valid small-claims escalation, and the alternative bank chargeback eligibility is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.157,0.709,0.603,0.249,0.407,0.976,0.816,0.227
dcw_0288,scientific explanation,"Although a contradictory observation could be relevant, it is ignored. Since an unverified assumption appears, experimental artifact must be true.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.678,0.282,0.046,0.927,0.514,0.365,0.105,0.696
dcw_0665,medical diagnosis,"Because retrieved documents and policy text both support a medication side effect, and the alternative colon cancer is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.273,0.977,0.723,0.29,0.086,0.564,0.788,0.275
dcw_0363,scientific explanation,one anecdotal report is mentioned. This clearly proves abductive explanation. Therefore the conclusion is certain.,hallucinated,contradiction_omission,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.554,0.031,0.05,0.786,0.843,0.193,0.254,0.663
dcw_0893,legal complaint,The explanation preserves the contrast between breach of warranty and bank chargeback eligibility. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.149,0.881,0.258,0.289,0.12,0.742,0.447,0.446
dcw_0682,technical troubleshooting,"Because prior measurements and witness statements both support OAuth token failure, and the alternative SSL certificate problem is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.006,0.915,0.802,0.297,0.02,0.579,0.321,0.279
dcw_0852,technical troubleshooting,"The claim is supported by observed symptoms. However, database schema mismatch remains possible, so the conclusion is qualified.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.302,0.687,0.688,0.494,0.201,0.987,0.688,0.175
dcw_0470,travel planning,a vague symptom is mentioned. This clearly proves permit requirement. Therefore the conclusion is certain.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.716,0.13,0.183,0.603,0.652,0.206,0.103,0.563
dcw_0765,medical diagnosis,"retrieved documents suggests appendicitis, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.047,0.496,0.378,0.298,0.097,0.718,0.62,0.32
dcw_0623,medical diagnosis,The explanation preserves the contrast between gout and appendicitis. The final conclusion follows only after weighing both.,grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.253,0.698,0.355,0.164,0.407,0.813,0.66,0.47
dcw_0019,technical troubleshooting,"OAuth token failure is asserted as the central conclusion, while the available evidence is only a vague symptom.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.673,0.272,0.251,0.642,0.817,0.145,0.171,0.957
dcw_0978,scientific explanation,"Because prior measurements and witness statements both support experimental artifact, and the alternative abductive explanation is considered, the conclusion is cautiously accepted.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.209,1,0.348,0.453,0.13,0.792,0.278,0.209
dcw_0948,financial reasoning,"observed symptoms provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.237,0.71,0.61,0.303,0.343,0.516,0.777,0.432
dcw_0929,technical troubleshooting,"The claim is supported by retrieved documents. However, OAuth token failure remains possible, so the conclusion is qualified.",grounded,qualified_conclusion,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.216,0.721,0.31,0.534,0.364,0.806,0.895,0.001
dcw_0650,travel planning,"The claim is supported by policy text. However, route safety remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.373,0.587,0.691,0.212,0.18,0.947,0.83,0.506
dcw_0137,medical diagnosis,The reasoning jumps from one anecdotal report to appendicitis. No competing explanation is discussed.,hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.822,0.018,0.025,0.912,0.794,0.369,0.027,0.644
dcw_0788,medical diagnosis,"policy text provides evidence, while a policy exception acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.0,0.862,0.835,0.141,0.145,0.747,0.872,0.368
dcw_0834,medical diagnosis,The explanation preserves the contrast between gout and appendicitis. The final conclusion follows only after weighing both.,grounded,evidence_integration,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.095,0.87,0.413,0.539,0.287,0.714,0.834,0.25
dcw_0498,financial reasoning,"a vague symptom suggests a possibility, so the explanation concludes income stability without considering alternatives.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.658,0.364,0.231,0.974,0.989,0.549,0.309,0.945
dcw_0589,medical diagnosis,"log messages provides evidence, while an alternative explanation acts as a defeater. The conclusion is limited rather than absolute.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.071,0.742,0.64,0.374,0.068,0.817,0.446,0.45
dcw_0219,consumer dispute,"a superficial similarity suggests a possibility, so the explanation concludes service non-performance without considering alternatives.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.59,0.16,0.26,0.688,0.894,0.182,0.091,0.682
dcw_0488,medical diagnosis,a superficial similarity is mentioned. This clearly proves appendicitis. Therefore the conclusion is certain.,hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.639,0.148,0.022,0.831,0.514,0.238,0.003,0.909
dcw_0810,legal complaint,"Because policy text and witness statements both support breach of warranty, and the alternative merchant liability is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.386,0.922,0.564,0.241,0.25,0.999,0.375,0.102
dcw_0451,travel planning,The reasoning jumps from a weak correlation to water logistics issue. No competing explanation is discussed.,hallucinated,weak_evidence_amplification,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.589,0.061,0.067,0.917,0.848,0.104,0.009,0.767
